visitor,Opponent,Date,game_id,season,game_net_rating,win_percent_diff,games_played,net_rating_diff,score_diff,wins_vis,loss_vis,hollow_wind60_cent,hollow_wind50_cent,hollow_wind40_cent,hollow_wind30_cent,hollow_wind20_cent,wind_10_center,wind_40_hollow,wind_35_hollow,wind_30_hollow,wind_25_hollow,wind_20_hollow,wind_15_hollow,wind_10_hollow_5,wind_5_hollow,wind_7_hollow,wind_10_hollow,wind_2,wind_5,wind_7,wind_10,wind_15,wind_20,wind_25,wind_30,wind_35,wind_40
Los Angeles Clippers,Phoenix Suns,2012-12-23,21200403,2012-13,27.4,0.361823361823362,24,8,26,21,6,88.2,65.4,117.1,40.7,207.7,137.9,0,0,0,58.8,65.7,9.30000000000002,131.6,48.1,63.9,67.7,20.5,68.6,132.5,200.2,209.5,275.2,334,334,334,334
Minnesota Timberwolves,New York Knicks,2012-12-23,21200400,2012-13,-2.1,-0.189102564102564,23,1,-3,13,12,-67.7,-33.9,-84.1,-72.9,-68.5,-44,0,0,0,-82.9,22,-50.5,3.4,3.6,0.699999999999999,2.7,-18.1,-14.5,-13.8,-11.1,-61.6,-39.6,-122.5,-122.5,-122.5,-122.5
Philadelphia 76ers,Brooklyn Nets,2012-12-23,21200399,2012-13,-4.6,-0.0385185185185186,26,-6,-3,13,15,-30.6,-44,14.1,-83.5,-159.6,22.4,0,0,0,-30.6,-23.7,-78.1,11.3,-38.5,14.3,-3.00000000000001,16.3,-22.2,-7.9,-10.9,-89,-112.7,-143.3,-143.3,-143.3,-143.3
Portland Trail Blazers,Sacramento Kings,2012-12-23,21200404,2012-13,-11.6,0.212307692307692,24,8,-12,13,13,21.2,27.3,112.2,24.9,52.8,51.4,0,0,5.20000000000002,27.9,14.4,25.4,-37.2,53,28.9,-66.1,19.9,72.9,101.8,35.7,61.1,75.5,103.4,108.6,108.6,108.6
Utah Jazz,Orlando Magic,2012-12-23,21200401,2012-13,6.8,0.0384615384615384,27,6,4,15,14,65.9,83.4,137.3,3.09999999999998,47.5,-15.4,0,0,16.8,15.7,52,-0.399999999999999,37.2,-45.3,11.7,25.5,-40.2,-85.5,-73.8,-48.3,-48.7,3.3,19,35.8,35.8,35.8
Boston Celtics,Brooklyn Nets,2012-12-25,21200405,2012-13,18.7,-0.0384615384615384,27,3.3,17,14,13,12.6,7.3,69.2,-31.4,-16.2,-59.8,0,0,-18.1,-27.4,-6.7,-29.6,43.9,-37.2,16.8,27.1,17.2,-20,-3.2,23.9,-5.7,-12.4,-39.8,-57.9,-57.9,-57.9
Denver Nuggets,Los Angeles Clippers,2012-12-25,21200409,2012-13,-12,-0.242063492063492,27,-10.2,-12,15,14,-28.9,18.8,-20.8,6.59999999999998,-116.3,-44.5,0,0,-8.6,15.2,-110.2,15.4,-99.1,-20.9,-40,-59.1,-44.6,-65.5,-105.5,-164.6,-149.2,-259.4,-244.2,-252.8,-252.8,-252.8
Houston Rockets,Chicago Bulls,2012-12-25,21200408,2012-13,23.1,-0.0384615384615384,26,0.4,23,15,12,35.7,15.8,116.1,-41.8,-100.6,32.9,0,0,0,-55.9,23.5,-0.799999999999997,-54.6,10.9,-1.3,-53.3,60.5,71.4,70.1,16.8,16,39.5,-16.4,-16.4,-16.4,-16.4
New York Knicks,Los Angeles Lakers,2012-12-25,21200406,2012-13,-6.6,0.259259259259259,26,-3,-6,20,8,-0.999999999999996,97.6,-78.7,89.5,24.4,30.5,0,0,0,88.3,-86.5,51.4,34.7,16.9,27.4,7.3,-19,-2.1,25.3,32.6,84,-2.5,85.8,85.8,85.8,85.8
Oklahoma City Thunder,Miami Heat,2012-12-25,21200407,2012-13,-5.3,0.0576923076923077,23,5.1,-6,21,6,-16.9,37.9,-45,-19.1,66.2,60.9,0,0,0,20.3,1.09999999999999,-13,53.5,-4.90000000000001,27.3,26.2,-26,-30.9,-3.6,22.6,9.59999999999999,10.7,31,31,31,31
Brooklyn Nets,Milwaukee Bucks,2012-12-26,21200415,2012-13,-17,-0.0199430199430199,28,-3.6,-15,14,14,-52.2,34.9,12,3.6,26.1,45.3,0,0,-6.6,25.1,13.6,51.3,-32,20.4,-9.4,-22.6,-7.1,13.3,3.9,-18.7,32.6,46.2,71.3,64.7,64.7,64.7
Cleveland Cavaliers,Washington Wizards,2012-12-26,21200410,2012-13,5.5,0.0868965517241379,30,4.2,3,7,23,-59.9,-46.2,14.9,-6,-40.6,30.1,0,0,-17.5,-37.5,22.3,20.5,-23.7,17.4,-8.5,-15.2,44.4,61.8,53.3,38.1,58.6,80.9,43.4,25.9,25.9,25.9
Detroit Pistons,Atlanta Hawks,2012-12-26,21200414,2012-13,-6.2,-0.34,31,-7,-7,9,22,-148.5,-117.7,18.1,-93.5,49.4,72,0,0,-61.5,-15.4,1.6,-17,-27.3,-10.4,-3,-24.3,43,32.6,29.6,5.3,-11.7,-10.1,-25.5,-87,-87,-87
Golden State Warriors,Utah Jazz,2012-12-26,21200420,2012-13,9.9,0.125615763546798,26,9.8,11,19,10,15,-46.4,-66.7,94.5,-46.9,58.4,0,0,-6.2,3.8,-34.4,39.5,-9.4,41.9,24,-33.4,2.4,44.3,68.3,34.9,74.4,40,43.8,37.6,37.6,37.6
Houston Rockets,Minnesota Timberwolves,2012-12-26,21200417,2012-13,4,0.0355555555555556,27,12.5,3,16,12,116.6,17.3,17.6,125.7,-17.9,100.2,0,0,8.2,-9.7,-36.7,54.5,-54.3,37,-3.2,-51.1,44.2,81.2,78,26.9,81.4,44.7,35,43.2,43.2,43.2
Los Angeles Lakers,Denver Nuggets,2012-12-26,21200419,2012-13,-12.6,-0.0172413793103449,27,-3.8,-12,14,15,-25.2,-15,5.9,8.5,-53.6,-47.3,0,0,15.6,-15.7,70.6,28,-31.3,-27.3,-19.2,-12.1,29.2,1.9,-17.3,-29.4,-1.4,69.2,53.5,69.1,69.1,69.1
New York Knicks,Phoenix Suns,2012-12-26,21200421,2012-13,1,0.321428571428571,27,-9,2,21,8,90.6,159.9,41.5,131.8,93.5,46.9,0,0,22,104.8,21.2,66.5,55.4,-30.3,39.5,15.9,26.1,-4.2,35.3,51.2,117.7,138.9,243.7,265.7,265.7,265.7
Philadelphia 76ers,Memphis Grizzlies,2012-12-26,21200416,2012-13,8.9,-0.255714285714286,27,-12.5,10,14,15,-31.4,-150.8,-109.1,-70.2,-56.7,-116.5,0,0,8.59999999999999,-45.8,-79.8,-70.5,-8,-78.7,-8.7,0.699999999999998,29.4,-49.3,-58,-57.3,-127.8,-207.6,-253.4,-244.8,-244.8,-244.8
Sacramento Kings,Portland Trail Blazers,2012-12-26,21200422,2012-13,-18.3,-0.166666666666667,28,-8,-18,9,19,-58.8999999999999,14.1,-92.2,-67.8,-52.8,7.2,0,0,-17.1,-4.69999999999999,-32.3,-5.4,33.5,-66.5,4.7,28.8,7.1,-59.4,-54.7,-25.9,-31.3,-63.6,-68.3,-85.4,-85.4,-85.4
Toronto Raptors,San Antonio Spurs,2012-12-26,21200418,2012-13,-22.2,-0.402709359605911,28,-3.2,-20,9,20,-79.4,-88.3,-86.9,-139.8,-215.4,37.3,0,0,-10.4,-50.3,-45.3,-97.1,-125.3,52.5,-27.5,-97.8,-21.4,31.1,3.6,-94.2,-191.3,-236.6,-286.9,-297.3,-297.3,-297.3
Boston Celtics,Los Angeles Clippers,2012-12-27,21200424,2012-13,-30.6,-0.267195767195767,28,-6.6,-29,14,14,-35.5,-32.6,-21,13.7,-118.4,-116.1,0,0,-23.6,-18.9,-75,-0.899999999999977,-60.9,-74.9,-41.1,-19.8,-25.5,-100.4,-141.5,-161.3,-162.2,-237.2,-256.1,-279.7,-279.7,-279.7
Dallas Mavericks,Oklahoma City Thunder,2012-12-27,21200423,2012-13,-8.1,-0.349206349206349,27,1.1,-6,12,17,-63.3999999999999,-39.5,-80.5,-77.9,-69.9,-205.3,0,0,7.8,-11.2,-64.3,-60,-52.5,-44.9,-42.9,-9.59999999999999,-37.7,-82.6,-125.5,-135.1,-195.1,-259.4,-270.6,-262.8,-262.8,-262.8
Atlanta Hawks,Cleveland Cavaliers,2012-12-28,21200429,2012-13,8.6,0.420512820512821,24,1.1,8,18,9,45.4,77.2,7.00000000000001,84.7,7,25.4,0,0,27.8,53,16,58.3,18.3,13.4,-11,29.3,8.4,21.8,10.8,40.1,98.4,114.4,167.4,195.2,195.2,195.2
Denver Nuggets,Dallas Mavericks,2012-12-28,21200431,2012-13,20.1,0.119540229885057,29,-6.5,21,17,14,21.4,-10.5,67.7,34.9,-27.9,148.1,0,0,-17.5,18.2,33.8,7.9,10.2,37.9,35.4,-25.2,47.2,85.1,120.5,95.3,103.2,137,155.2,137.7,137.7,137.7
Houston Rockets,San Antonio Spurs,2012-12-28,21200432,2012-13,-4.7,-0.161904761904762,28,-2.9,-6,16,13,-28,-70,-31,-79.5,-118.7,-23.4,0,0,1.40000000000001,-31.4,-31,-71.8,-28.4,58.4,14.4,-42.8,-33.6,24.8,39.2,-3.60000000000001,-75.4,-106.4,-137.8,-136.4,-136.4,-136.4
Los Angeles Clippers,Utah Jazz,2012-12-28,21200433,2012-13,3.3,0.293103448275862,27,6.8,2,24,6,71.6,78.9,-2.69999999999998,74.8,124.1,135.8,0,0,11.1,33.6,38.7,32.6,88.9,88.8,68.4,20.5,45.7,134.5,202.9,223.4,256,294.7,328.3,339.4,339.4,339.4
Miami Heat,Detroit Pistons,2012-12-28,21200428,2012-13,-8.7,0.478908188585608,25,-1.9,-10,20,7,207.6,159.4,38.4,147.1,50.2,60.4,0,8.2,67.4,-4.1,3.30000000000001,54.9,7.49999999999999,46,17.2,-9.7,20.1,66.1,83.3,73.6,128.5,131.8,127.7,195.1,203.3,203.3
New York Knicks,Sacramento Kings,2012-12-28,21200434,2012-13,0.2,0.402709359605911,28,-6.4,-1,21,9,103.9,124.2,1.30000000000001,243.3,107.4,31.1,0,0,64.2,75.4,-1.10000000000001,91.8,61.7,30.7,28,33.7,1.1,31.8,59.8,93.5,185.3,184.2,259.6,323.8,323.8,323.8
Orlando Magic,Washington Wizards,2012-12-28,21200425,2012-13,-8.3,0.313186813186813,27,-6.5,-8,12,17,-37.6999999999999,-135.2,-18.9,-73.3,-18.8,80.8,0,0,14.8,-37.8,20.2,12.4,50.5,76.2,41.1,9.40000000000001,2.8,79,120.1,129.5,141.9,162.1,124.3,139.1,139.1,139.1
Philadelphia 76ers,Golden State Warriors,2012-12-28,21200436,2012-13,-7,-0.172413793103448,28,-18.9,-7,14,16,-31.4,-61.2,31.8,-11.8,-76.5,-79.9,0,0,-12.2,-13.7,1.00000000000001,-36.2,-58,-9.7,-31.5,-26.5,-3.9,-13.6,-45.1,-71.6,-107.8,-106.8,-120.5,-132.7,-132.7,-132.7
Phoenix Suns,Indiana Pacers,2012-12-28,21200426,2012-13,-6.7,-0.192118226600985,27,-1.3,-6,11,19,-69.2,-183.1,-94.3,-44.5,-87.8,-97,0,0,-2.2,-24.9,15.1,-37.4,-49.4,4.3,-8.7,-40.7,-59.6,-55.3,-64,-104.7,-142.1,-127,-151.9,-154.1,-154.1,-154.1
Portland Trail Blazers,Los Angeles Lakers,2012-12-28,21200435,2012-13,-17.4,0.0357598978288633,26,11.4,-17,14,14,27.4,-124.8,9,-62.3,-13.3,36.6,0,0,17.1,-82.7,6.6,-69.9,3.4,-2.8,14.9,-11.5,12.7,9.9,24.8,13.3,-56.6,-50,-132.7,-115.6,-115.6,-115.6
Boston Celtics,Golden State Warriors,2012-12-29,21200447,2012-13,-18.6,-0.166666666666667,29,-9.6,-18,14,15,-3.4,42.2,95.1,-2.1,7.8,-40.8,0,0,-12,32.1,-30,12.6,-19.4,-20.4,-16.1,-3.29999999999999,-28.8,-49.2,-65.3,-68.6,-56,-86,-53.9,-65.9,-65.9,-65.9
Cleveland Cavaliers,Brooklyn Nets,2012-12-29,21200440,2012-13,-3.1,-0.291434927697442,32,7.8,-3,7,25,-4.69999999999999,-125.6,20.9,-70.5,-80.6,-23.3,0,9.79999999999998,-0.499999999999993,-119.3,-37.9,-51.9,-18.8,3.1,-14.6,-4.2,32.6,35.7,21.1,16.9,-35,-72.9,-192.2,-192.7,-182.9,-182.9
Denver Nuggets,Memphis Grizzlies,2012-12-29,21200442,2012-13,-10.8,-0.143920595533499,30,-6.8,-9,17,15,14.6,-69.6,17.9,-73,91.2,7.8,0,0,-11.2,-16.4,-46.9,-62.7,30.9,-46.6,25.9,5,65.9,19.3,45.2,50.2,-12.5,-59.4,-75.8,-87,-87,-87
Indiana Pacers,Atlanta Hawks,2012-12-29,21200438,2012-13,-10.1,-0.0804597701149425,27,-5.7,-9,17,13,48.5,43.3,-1.3,-25.3,55.3,113.7,0,0,2.2,-21.6,-15.7,-26.8,27.4,37.9,42.5,-15.1,2.3,40.2,82.7,67.6,40.8,25.1,3.5,5.7,5.7,5.7
Miami Heat,Milwaukee Bucks,2012-12-29,21200445,2012-13,-19.2,0.185185185185185,26,-3.6,-19,20,8,24.2,155.4,77.8,49.2,88.3,89.5,0,0,0,57.8,-38.7,64,27.4,44.9,57.5,-30.1,-8.6,36.3,93.8,63.7,127.7,89,146.8,146.8,146.8,146.8
Oklahoma City Thunder,Houston Rockets,2012-12-29,21200443,2012-13,27.8,0.233990147783251,25,-1.3,30,23,6,0.899999999999977,51.5,43.9,21.9,153.5,-47.9,0,0,-4.49999999999999,32.6,0.100000000000023,78.4,32.3,-52.6,21.3,11,3.5,-49.1,-27.8,-16.8,61.6,61.7,94.3,89.8,89.8,89.8
Philadelphia 76ers,Portland Trail Blazers,2012-12-29,21200446,2012-13,-4.6,-0.0333333333333333,29,-13.3,-4,14,17,-110.5,52.7,-67.6,48.4,-32.9,-73.3,0,0,-43.2,39.6,6.8,-6,-29.6,-6.4,-49.2,19.6,1,-5.4,-54.6,-35,-41,-34.2,5.39999999999999,-37.8,-37.8,-37.8
Phoenix Suns,Minnesota Timberwolves,2012-12-29,21200444,2012-13,-5.1,-0.133333333333333,28,8,-4,11,20,41.7,-75,-51.7,-3.6,-39.9,-10.6,0,0,1,-62.7,11.1,-42.1,-48.1,-6.9,10.4,-58.5,-1.6,-8.5,1.9,-56.6,-98.7,-87.6,-150.3,-149.3,-149.3,-149.3
Toronto Raptors,Orlando Magic,2012-12-29,21200439,2012-13,39.3,-0.0804597701149425,29,9,35,11,20,63,97,8.69999999999999,61.9,-37.1,51.2,0,0,-23.8,45.5,-18.3,-21.2,-57,21.9,8.8,-65.8,-3.8,18.1,26.9,-38.9,-60.1,-78.4,-32.9,-56.7,-56.7,-56.7
Washington Wizards,Chicago Bulls,2012-12-29,21200441,2012-13,-9.9,-0.407407407407407,25,-2.4,-10,4,24,0.0999999999999872,31.6,13.3,-95.8,-61,-101.6,0,0,-5.2,-58.7,-3.29999999999999,-88.3,-69.7,-57.5,-48,-21.7,45.4,-12.1,-60.1,-81.8,-170.1,-173.4,-232.1,-237.3,-237.3,-237.3
Boston Celtics,Sacramento Kings,2012-12-30,21200450,2012-13,-25.5,0.137931034482759,30,4,-22,14,16,34,137.5,58.3,103.1,94.4,62.3,0,0,4.2,63.4,-3.09999999999999,10.8,63.2,21.4,8.1,55.1,-30.7,-9.3,-1.2,53.9,64.7,61.6,125,129.2,129.2,129.2
Milwaukee Bucks,Detroit Pistons,2012-12-30,21200448,2012-13,-2.2,0.258928571428571,25,1.7,-2,16,13,144.4,70.6,-48.6,46.8,20.6,-40,0,11.4,78.9,-16.1,-8.8,-27.1,38.5,-52.2,-2.1,40.6,33.7,-18.5,-20.6,20,-7.1,-15.9,-32,46.9,58.3,58.3
San Antonio Spurs,Dallas Mavericks,2012-12-30,21200449,2012-13,27,0.341935483870968,29,3.1,25,24,8,42.3,61.5,73.6,108.7,31.3,197.8,0,0,22.3,19.8,60.9,84,30,83,7.2,22.8,55.1,138.1,145.3,168.1,252.1,313,332.8,355.1,355.1,355.1
Utah Jazz,Los Angeles Clippers,2012-12-30,21200451,2012-13,-10.3,-0.316129032258065,30,-6.8,-11,15,17,-64.3,-118.8,41.4,-62.7,-159.6,-124.1,0,0,-13.2,-50.4,-2.09999999999999,-39.5,-111.4,-82.3,-57,-54.4,-47.1,-129.4,-186.4,-240.8,-280.3,-282.4,-332.8,-346,-346,-346
Atlanta Hawks,Houston Rockets,2012-12-31,21200455,2012-13,-17.8,0.145238095238095,26,2.5,-19,19,10,-59,-15.5,27.7,-33.7,-70.6,-33.8,0,0,2.7,-0.799999999999997,13.6,52.7,-70.3,-45.2,-36.3,-34,51.2,6,-30.3,-64.3,-11.6,2,1.2,3.90000000000001,3.90000000000001,3.90000000000001
Brooklyn Nets,San Antonio Spurs,2012-12-31,21200457,2012-13,-35.2,-0.216666666666667,30,-9.3,-31,16,15,15.9,-62.9,-136.4,-135,-45.2,-51.2,0,0,-9,-5.60000000000002,-9.19999999999998,-78.9,0.599999999999994,-85.5,-6.7,7.3,-45.6,-131.1,-137.8,-130.5,-209.4,-218.6,-224.2,-233.2,-233.2,-233.2
Memphis Grizzlies,Indiana Pacers,2012-12-31,21200452,2012-13,-6.8,0.137037037037037,26,3.3,-5,19,9,-2.90000000000001,56.2,-32.4,47.4,-35.9,16.7,0,0,-8.7,71.2,45.2,41.9,-18.9,-31.2,1.8,-20.7,5.3,-25.9,-24.1,-44.8,-2.90000000000001,42.3,113.5,104.8,104.8,104.8
Miami Heat,Orlando Magic,2012-12-31,21200454,2012-13,0.9,0.314285714285714,27,2.9,2,21,8,82.8,250.2,127.5,160.2,112.4,93.9,0,0,-17,120.8,-1.8,45.6,11.4,37.9,22.9,-11.5,19.7,57.6,80.5,69,114.6,112.8,233.6,216.6,216.6,216.6
Phoenix Suns,Oklahoma City Thunder,2012-12-31,21200456,2012-13,-21.2,-0.438264738598443,29,-3.2,-18,11,21,-96.1,-121,-182.5,-131.2,-116.5,-152.9,0,0,-19.8,-61.4,-9,-102,-49.1,-29.5,1.79999999999999,-50.9,-47.7,-77.2,-75.4,-126.3,-228.3,-237.3,-298.7,-318.5,-318.5,-318.5
Dallas Mavericks,Washington Wizards,2013-01-01,21200458,2012-13,8.5,0.244239631336406,30,2.6,9,13,19,60,-32.4,39.8,38.3,8.20000000000002,-17.6,0,0,21.8,5.79999999999998,-4.39999999999998,51.6,18.6,-7.9,6.1,12.5,-45.5,-53.4,-47.3,-34.8,16.8,12.4,18.2,40,40,40
Los Angeles Clippers,Denver Nuggets,2013-01-01,21200462,2012-13,-14.6,0.275201612903226,29,10.2,-14,25,7,-5.50000000000003,97.8,-100,57.8,98.3,67.4,0,0,19.7,66.2,-24.2,109.8,45,78.3,-4.59999999999999,49.6,4.3,82.6,78,127.6,237.4,213.2,279.4,299.1,299.1,299.1
Philadelphia 76ers,Los Angeles Lakers,2013-01-01,21200463,2012-13,3,-0.0483870967741936,30,-1.9,4,15,17,-42.4,-76.7,-55.6,-68.7,-29.7,-70.3,0,0,-1.00000000000001,-65.3,-10.3,-62.6,-37.4,0.199999999999999,-24.1,-13.3,-16.4,-16.2,-40.3,-53.6,-116.2,-126.5,-191.8,-192.8,-192.8,-192.8
Portland Trail Blazers,New York Knicks,2013-01-01,21200459,2012-13,5.4,-0.182758620689655,28,14.4,5,16,14,-30.5,-101,49.5,-152.5,-42.8,-13.8,0,0,-70.9,-65.7,17.6,-86.9,-13.4,18.5,12.8,-26.2,-14,4.5,17.3,-8.9,-95.8,-78.2,-143.9,-214.8,-214.8,-214.8
Sacramento Kings,Detroit Pistons,2013-01-01,21200460,2012-13,-5.4,0.0333333333333333,31,-2.6,-6,11,20,68.4,-40.3,-2.19999999999998,-66.1,-25.8,-96,0,44,30.3,-94,15.1,-27.1,-15.1,-56.4,18.7,-33.8,14.4,-42,-23.3,-57.1,-84.2,-69.1,-163.1,-132.8,-88.8,-88.8
Brooklyn Nets,Oklahoma City Thunder,2013-01-02,21200472,2012-13,17.2,-0.283870967741936,31,-5.1,17,17,15,-15.7,-51.7,-102.1,-150.5,-90.6,-100.6,0,0,14.2,-33.6,42.1,-84.7,-62.7,-28.6,-38.5,-24.2,-81.1,-109.7,-148.2,-172.4,-257.1,-215,-248.6,-234.4,-234.4,-234.4
Chicago Bulls,Orlando Magic,2013-01-02,21200465,2012-13,5,0.164627363737486,28,8.9,2,17,13,61.6,81.3,17,156.3,47.5,103.6,0,0,23.7,81.1,-11.2,56.5,-28,15.8,-21.8,-6.2,27,42.8,21,14.8,71.3,60.1,141.2,164.9,164.9,164.9
Dallas Mavericks,Miami Heat,2013-01-02,21200469,2012-13,-8.5,-0.317887931034483,31,6.2,-10,13,20,8.40000000000003,-165.1,-58.5,-17.4,-143.4,-92,0,0,21.4,-68,-44.7,19.7,-111,-79.3,-48.4,-62.6,-0.199999999999999,-79.5,-127.9,-190.5,-170.8,-215.5,-283.5,-262.1,-262.1,-262.1
Los Angeles Clippers,Golden State Warriors,2013-01-02,21200475,2012-13,-21,0.10383064516129,30,-3,-21,25,8,41.2,138.9,46,54.5,95.5,132.3,0,0,13,95,-19.4,81.8,72.1,42.8,34.5,37.6,-29.9,12.9,47.4,85,166.8,147.4,242.4,255.4,255.4,255.4
Memphis Grizzlies,Boston Celtics,2013-01-02,21200468,2012-13,14,0.211904761904762,27,3.2,10,20,9,47.4,39.6,73.2,-23.8,33,45,0,0,13.4,36.7,63.2,-7.6,54.2,-6.7,22,32.2,48.1,41.4,63.4,95.6,88,151.2,187.9,201.3,201.3,201.3
Minnesota Timberwolves,Utah Jazz,2013-01-02,21200473,2012-13,-23.9,0.0497685185185185,26,-9.2,-22,14,14,21.3,-12.9,-51.1,-32.1,24.6,-1.1,0,0,13.8,10.3,-21.7,-17,58.1,10.1,17.9,40.2,14.7,24.8,42.7,82.9,65.9,44.2,54.5,68.3,68.3,68.3
Philadelphia 76ers,Phoenix Suns,2013-01-02,21200474,2012-13,-6.3,0.125,31,-7.9,-6,15,18,61.0000000000001,22.5,-4.09999999999999,59.1,-63.7,33.1,0,0,24.5,8.60000000000001,-5.2,9.3,-52.2,32.4,-7.7,-44.5,24.7,57.1,49.4,4.9,14.2,9,17.6,42.1,42.1,42.1
Portland Trail Blazers,Toronto Raptors,2013-01-02,21200464,2012-13,-25.4,0.178494623655914,29,1.2,-23,16,15,42.9,32.2,-36.6,25.5,11.4,-12.2,0,0,11.5,11.4,-2.7,24.7,30.9,-38,-21.5,52.4,-7.1,-45.1,-66.6,-14.2,10.5,7.8,19.2,30.7,30.7,30.7
Sacramento Kings,Cleveland Cavaliers,2013-01-02,21200466,2012-13,5.4,0.136088709677419,32,-8.5,3,12,20,67.8,-44.5,-47.8,-30.5,-33.8,-19,0,16.5,-1.09999999999999,-18.9,-27.9,46.9,-9.3,-13.8,18.3,-27.6,31.8,18,36.3,8.7,55.6,27.7,8.79999999999998,7.69999999999999,24.2,24.2
San Antonio Spurs,Milwaukee Bucks,2013-01-02,21200470,2012-13,6.9,0.205851619644723,31,5.7,7,26,8,-7.29999999999998,116,143.6,103.6,44.9,153.2,0,0,25.7,21.9,65.7,60.1,11.2,55.4,-8.7,19.9,45.2,100.6,91.9,111.8,171.9,237.6,259.5,285.2,285.2,285.2
Washington Wizards,Indiana Pacers,2013-01-02,21200467,2012-13,-8.2,-0.442714126807564,27,0.4,-8,4,26,-44.7,-58.5,-84.3,-82.4,-84.9,-50.5,0,0,6.20000000000002,-9.30000000000001,-49.8,-35,-107.7,-42.5,-50.9,-56.8,-15.1,-57.6,-108.5,-165.3,-200.3,-250.1,-259.4,-253.2,-253.2,-253.2
Minnesota Timberwolves,Denver Nuggets,2013-01-03,21200477,2012-13,6.9,-0.0454545454545454,27,-5.8,4,15,14,-127.4,-43.6,-43.1,-94.5,-42.1,-147.8,0,8.6,-11.9,35.6,-23.9,15.5,-17.5,-21.5,-15.1,-2.4,-22.6,-44.1,-59.2,-61.6,-46.1,-70,-34.4,-46.3,-37.7,-37.7
San Antonio Spurs,New York Knicks,2013-01-03,21200476,2012-13,-17.7,0.0872865275142315,32,16.4,-17,26,9,0.59999999999998,55,128.3,1.59999999999999,50.8,160.2,0,2.19999999999999,-47.1,19.7,32.9,9.29999999999999,19.8,57.4,22.7,-2.90000000000001,47.3,104.7,127.4,124.5,133.8,166.7,186.4,139.3,141.5,141.5
Atlanta Hawks,Detroit Pistons,2013-01-04,21200482,2012-13,-0.1,0.313725490196078,27,7,-1,20,11,77.8,103.1,98.6,-5.9,4.5,-50.5,0,59.3,7.2,20.4,2.5,24.7,-39.2,24.4,-54.4,15.2,-15.3,9.1,-45.3,-30.1,-5.4,-2.9,17.5,24.7,84,84
Brooklyn Nets,Washington Wizards,2013-01-04,21200479,2012-13,1.8,0.397916666666667,32,-3.6,2,18,15,68.2,20.7,20.9,-8.6,37.6,55.7,0,6,35.4,46,86.2,-5.5,73.3,-25.5,32.3,41,-1.3,-26.8,5.5,46.5,41,127.2,173.2,208.6,214.6,214.6
Chicago Bulls,Miami Heat,2013-01-04,21200481,2012-13,8.1,-0.166666666666667,29,6,7,18,13,-94,-152.5,-114.9,6.60000000000001,-101.5,-0.600000000000001,0,0,50,-69.1,9.2,27.3,-64,-15.9,-25.5,-38.5,5.5,-10.4,-35.9,-74.4,-47.1,-37.9,-107,-57,-57,-57
Houston Rockets,Milwaukee Bucks,2013-01-04,21200486,2012-13,14.7,0.0291666666666667,31,2.8,14,19,14,-13.2,17.8,91.8,38.6,69,-7.3,0,0,-23.2,-12,48.2,-28.1,92.1,-2,51.7,40.4,-0.9,-2.9,48.8,89.2,61.1,109.3,97.3,74.1,74.1,74.1
Indiana Pacers,Boston Celtics,2013-01-04,21200483,2012-13,-18.8,0.142137096774194,30,-0.1,-19,19,14,-3.1,9.7,57.1,-18,101.7,68.5,0,12.1,-14.3,-0.699999999999989,-10.6,-36.4,90.2,37.5,11.2,79,54.5,92,103.2,182.2,145.8,135.2,134.5,120.2,132.3,132.3
Los Angeles Lakers,Los Angeles Clippers,2013-01-04,21200488,2012-13,-5.4,-0.273704789833822,30,-14,-5,15,17,-70.4,-26.3,-54.2,-23.8,-117.4,-85.2,0,0,-27.1,-23.7,6.3,-69.3,-102.2,-48.5,-18.9,-83.3,50,1.5,-17.4,-100.7,-170,-163.7,-187.4,-214.5,-214.5,-214.5
Philadelphia 76ers,Oklahoma City Thunder,2013-01-04,21200485,2012-13,-25.3,-0.319648093841642,32,-11.1,-24,15,19,-63.5,-116.4,-179.5,-99.5,-110.5,-149.1,0,8.60000000000001,-48.5,-56.2,-23.5,-78.5,-69.2,-33.3,11.7,-80.9,-7.3,-40.6,-28.9,-109.8,-188.3,-211.8,-268,-316.5,-307.9,-307.9
Portland Trail Blazers,Memphis Grizzlies,2013-01-04,21200484,2012-13,2.3,-0.173526140155729,30,0.8,2,17,15,-31.8,-96.6,-124,-104.2,21.7,-30.7,0,0,-22.4,-72,-69.2,-55.4,-11.3,27.9,-29.6,18.3,-27.2,0.699999999999999,-28.9,-10.6,-66,-135.2,-207.2,-229.6,-229.6,-229.6
Sacramento Kings,Toronto Raptors,2013-01-04,21200478,2012-13,10.8,0,33,-6.8,9,13,20,27.2,-9.29999999999998,-11.1,-29.6,-114.1,-115.8,0,-17.1,-10.8,-14.5,20.1,41.7,-55.4,16.7,-24.6,-30.8,-64.7,-48,-72.6,-103.4,-61.7,-41.6,-56.1,-66.9,-84,-84
Utah Jazz,Phoenix Suns,2013-01-04,21200487,2012-13,7.6,0.121212121212121,32,1.2,7,17,17,56.4,49.1,70,146.8,-104.5,58.5,0,16.8,21.4,42.8,-14.2,92.7,-64.4,6.4,-6.20000000000001,-58.2,28.5,34.9,28.7,-29.5,63.2,49,91.8,113.2,130,130
